0,0
1.00E-01,0
2.00E-01,0
3.00E-01,0
4.00E-01,0
0.5,1
0.6,0
0.7,0
0.8,1
0.9,0
1,1
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,1
2.5,0
2.6,0
2.7,1
2.8,1
2.9,0
3,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0
3.6,0
3.7,0
3.8,1
3.9,0
4,0
4.1,5
4.2,8
4.3,14
4.4,14
4.5,20
4.6,28
4.7,36
4.8,45
4.9,55
5,65
5.1,77
5.2,77
5.3,86
5.4,95
5.5,103
5.6,110
5.7,113
5.8,113
5.9,111
6,111
6.1,107
6.2,103
6.3,97
6.4,91
6.5,91
6.6,76
6.7,67
6.8,67
6.9,58
7,49
7.1,39
7.2,28
7.3,28
7.4,10
7.5,10
7.6,3
7.7,2
7.8,3
7.9,7
8,12
8.1,18
8.2,26
8.3,26
8.4,34
8.5,43
8.6,52
8.7,63
8.8,63
8.9,85
9,97
9.1,97
9.2,110
9.3,122
9.4,133
9.5,142
9.6,150
9.7,156
9.8,156
9.9,156
10,154
10.1,150
10.2,146
10.3,141
10.4,134
10.5,127
10.6,120
10.7,120
10.8,111
10.9,102
11,93
11.1,83
11.2,72
11.3,63
11.4,54
11.5,48
11.6,48
11.7,46
11.8,48
11.9,52
12,56
12.1,62
12.2,70
12.3,70
12.4,78
12.5,86
12.6,95
12.7,105
12.8,116
12.9,128
13,128
13.1,152
13.2,152
13.3,163
13.4,173
13.5,173
13.6,191
13.7,195
13.8,196
13.9,196
14,194
14.1,190
14.2,186
14.3,180
14.4,175
14.5,167
14.6,160
14.7,160
14.8,152
14.9,143
15,153
15.1,124
15.2,124
15.3,105
15.4,96
15.5,89
15.6,89
15.7,84
15.8,78
15.9,75
16,72
16.1,70
16.2,69
16.3,69
16.4,69
16.5,69
16.6,70
16.7,70
16.8,70
16.9,69
17,69
17.1,69
17.2,70
17.3,70
17.4,69
17.5,69
17.6,69
17.7,69
17.8,69
17.9,69
18,70
18.1,70
18.2,70
18.3,70
18.4,70
18.5,70
18.6,70
18.7,70
18.8,70
18.9,70
19,69
19.1,69
19.2,69
19.3,70
19.4,70
19.5,70
19.6,70
19.7,70
19.8,70
19.9,70
